STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DD_DIM,Data type,DD_ID,Criteria ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CRITERIA,Criteria,DECIMALS,Decimals,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PO,Points,_T,Total,_T,Total,2023,,1/3,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2020,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2023,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2020,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_133,Minimum content in public integrity strategies,PO,Points,_T,Total,_T,Total,2023,,2/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,5/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,0/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,1/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,3/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,3/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2020,,1/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2023,,6/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,Not available,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_137,Financial sustainability,PO,Points,_T,Total,_T,Total,2020,,0/4,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_137,Financial sustainability,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2020,,3/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2020,,0/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Not available,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,25,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LUX,Luxembourg,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LUX,Luxembourg,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,60,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,60,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LUX,Luxembourg,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LUX,Luxembourg,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,MEX,Mexico,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,20,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,MEX,Mexico,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_3101,Regulatory framework for internal control,PO,Points,_T,Total,_T,Total,2023,,5/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_3101,Regulatory framework for internal control,PO,Points,_T,Total,_T,Total,2023,,8/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,6/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,0/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,1/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,8/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_3103,Risk management framework.,PO,Points,_T,Total,_T,Total,2023,,4/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_3103,Risk management framework.,PO,Points,_T,Total,_T,Total,2023,,5/5,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3103,Risk management framework.,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,10/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,0/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,0/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,7/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_3108,Share of national budget organisations covered by internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_3108,Share of national budget organisations covered by internal audit,PO,Points,_T,Total,_T,Total,2023,,100/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_3109,Share of national budget organisations internally audited in the past five years,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_310,Effectiveness of internal control and risk management,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
