SiteFunctionalLocation,LicenceArea,SiteName,SiteType,SiteVoltage,ESQCROverallRisk,GridRef,SiteAssetCount,PowerTransformerCount,ElectricalAssetCount,CivilAssetCount,Street,Suburb,TownCity,County,PostCode,YearCommissioned,DateCommissioned,SiteClassification,AssessmentDate,Last_Report,CalculatedResistance,MeasuredResistance.Ohm.,Next_AssessmentDate,Easting,Northing,transratingwinter,transratingsummer,reversepower,maxdemandsummer,maxdemandwinter,Spatial Coordinates,local_authority,local_authority_code,what3words
SPN-S000000008367,South Eastern Power Networks (SPN),ORPINGTON 33/11KV,Primary Substation,33,Medium,TQ4676267365,157,3,157,0,ST MARY CRAY,,ORPINGTON,Kent,BR5 4AA,NA,1948-04-01,COLD,2011-08-01,P-11-1127,0.08Ω 0.00Deg,,2026-11-26,546762,167365,"27, 24, 24","20, 18, 18",100%,17.2,27.4,"51.3863595393719, 0.107751845567124",Bromley,E09000006,learn.dawn.towers
SPN-S000000008368,South Eastern Power Networks (SPN),QUEENBOROUGH 33/6.6KV,Primary Substation,33,Very High,TQ9114771887,32,2,32,0,QUEENBOROUGH,,ISLE OF SHEPPEY,Kent,ME11 5HL,NA,1977-04-01,COLD,2013-04-12,P-13-2453-01,0.05Ω 0.00Deg,,2029-11-26,591147,171887,"23, 23","17, 17",13.81MVA,6,6.3,"51.4137737819941, 0.747353832229567",Swale,E07000113,soils.blanks.ironclad
SPN-S000000008373,South Eastern Power Networks (SPN),SUFFOLK ROAD 6.6KV,Primary Substation,33,Medium,TQ3387968487,101,2,101,0,OFF ST DUNSTANS ROAD,,SOUTH NORWOOD,Surrey,SE25 6EU,NA,1976-04-01,COLD,2022-06-15,ELP07262019-R01,0.04Ω 0.00Deg,,2038-11-26,533879,168487,"24, 24","18, 18",100%,7.3,11.9,"51.3996250259972, -0.0768516112652066",Croydon,E09000008,panel.cable.silks
SPN-S000000008376,South Eastern Power Networks (SPN),TENTERDEN 33KV,Primary Substation,33,Very High,TQ8833833109,95,2,95,0,BRIDWELL LANE,,TENTERDEN,Kent,TN30 6EY,NA,1934-04-01,COLD,2015-10-09,P-08-339,NA,0.08,2028-11-26,588338,133109,"15, 13","11, 10",100%,7,9.8,"51.0664130545523, 0.686629791075036",Ashford,E07000105,sprain.worms.paused
SPN-S000000008380,South Eastern Power Networks (SPN),COWFOLD 33KV,Primary Substation,33,High,TQ2357522613,62,2,62,0,LEFT HAND SIDE,AFTER WINEHAM LANE,COWFOLD,West Sussex,RH13 8AP,NA,1932-04-01,HOT,1999-01-15,S9701,0.13Ω 0.00Deg,0.13,2025-11-26,523575,122613,"13, 13","10, 10",100%,6.4,10.1,"50.989661506499, -0.240669166666228",Mid Sussex,E07000228,moderated.stuffing.ushering
SPN-S000000008381,South Eastern Power Networks (SPN),CRANBROOK 33KV,Primary Substation,33,Very High,TQ7748135913,64,2,64,0,HIGH STREET,,CRANBROOK,Kent,TN17 3DQ,NA,1953-04-01,COLD,2010-05-24,P-10-696-29,NA,0.11,2027-11-26,577481,135913,"7, 7","5, 5",<100%,3.4,5.2,"51.095059176549, 0.533218964088187",Tunbridge Wells,E07000116,watched.tadpole.flames
SPN-S000000008382,South Eastern Power Networks (SPN),CRANLEIGH 33/11,Primary Substation,33,Medium,TQ0472740158,130,2,130,0,GUILDFORD ROAD,,CRANLEIGH,Surrey,GU6 8PT,NA,1933-04-01,COLD,2019-06-12,ELP02013016-R01,6.85Ω 0.00Deg,0.07,2035-11-26,504727,140158,"23, 23","17, 17",4MVA,12.5,17.6,"51.1511090372096, -0.504034443005657",Waverley,E07000216,pressing.sleepers.overlook
SPN-S000000008386,South Eastern Power Networks (SPN),CROWHURST 33/11KV,Primary Substation,33,High,TQ4040147983,74,2,74,0,CATERFIELD LANE,,CROWHURST,Surrey,RH8 0RR,NA,1948-04-01,HOT,2023-01-23,ELP09358001-R01,0.92Ω 0.00Deg,0.16,2039-11-26,540401,147983,"13, 13","10, 10",<100%,4,7.3,"51.2137965127279, 0.00878034293740948",Tandridge,E07000215,fumes.bride.club
SPN-S000000008393,South Eastern Power Networks (SPN),DYMCHURCH 33/11KV,Primary Substation,33,Very High,TR1071630551,46,1,46,0,BURMARSH ROAD,,DYMCHURCH,Kent,TN29 0NA,NA,1935-04-01,HOT,2016-02-23,ESL1498-R01,NA,0.25,2028-11-26,610716,130551,7,5,100%,2.4,3,"51.0356717575838, 1.00408132053187",Folkestone and Hythe,E07000112,vowed.cabbies.stiffly
SPN-S000000008396,South Eastern Power Networks (SPN),EAST GRINSTEAD 33KV,Primary Substation,33,Medium,TQ3900638624,136,3,136,0,LONDON ROAD,,EAST GRINSTEAD,West Sussex,RH19 1HA,NA,1935-04-01,COLD,2023-03-28,ELP09358004-R01,0.06Ω 0.00Deg,0.17,2039-11-26,539006,138624,"36, 24, 24","30, 20, 20",100%,21.7,31.6,"51.1300322898903, -0.0147947832634629",Mid Sussex,E07000228,bolt.score.salads
SPN-S000000008402,South Eastern Power Networks (SPN),ASHFORD EAST,Primary Substation,33,Low,TR0273243598,71,2,71,0,KENNINGTON ROAD,WILLESBOROUGH,ASHFORD,Kent,TN24 9RD,NA,1932-04-01,COLD,2013-12-23,P-13-2590-02,0.12Ω 0.00Deg,,2028-11-26,602732,143598,"23, 23","17, 17",3.5MVA,10.5,14.3,"51.1557116830767, 0.897683010752673",Ashford,E07000105,blows.frogs.spell
SPN-S000000008403,South Eastern Power Networks (SPN),FARNINGHAM 33KV,Primary Substation,33,High,TQ5557566902,110,2,110,0,EGLANTINE LANE,,FARNINGHAM,Kent,DA4 0LD,NA,1936-04-01,HOT,2023-05-02,ELP09758,7.37Ω 0.00Deg,0.3,2037-11-26,555575,166902,"27, 23","20, 17","<100%, 100%",10,16,"51.3798542857, 0.234101740109084",Sevenoaks,E07000111,taped.meant.tricks
SPN-S000000008408,South Eastern Power Networks (SPN),FOUR ELMS 33/11KV,Primary Substation,33,High,TQ4754949430,65,2,65,0,PIGGOTS CROSS,,FOUR ELMS,Kent,TN8 6PA,NA,1948-04-01,HOT,2016-09-15,ESL1991026-R01,0.49Ω 0.00Deg,0.44,2039-11-26,547549,149430,"15, 15","11, 11",5MVA,5.5,9.2,"51.2249983605574, 0.111642618744927",Sevenoaks,E07000111,noisy.closes.relate
SPN-S000000008414,South Eastern Power Networks (SPN),HARRIETSHAM 33/11KV,Primary Substation,33,Very High,TQ8910452406,77,2,77,0,HAM LANE,,HARRIETSHAM,Kent,ME17 2PZ,NA,1950-04-01,COLD,2017-06-01,ESL1991024-R01,1.23Ω 0.00Deg,0.1,2028-11-26,589104,152406,"24, 24","18, 18",<100%,9.3,11.8,"51.2394868801445, 0.707680376471689",Maidstone,E07000110,hiding.daydreams.fidget
SPN-S000000008415,South Eastern Power Networks (SPN),HAYWARDS HEATH 33KV,Primary Substation,33,High,TQ3306824022,115,3,115,0,ELECTRA HOUSE CHURCH RD,,HAYWARDS HEATH,West Sussex,RH16 3NY,NA,1933-04-01,COLD,2007-12-05,S-07-199,NA,0.05,2025-11-26,533068,124022,"25, 25, 23","20, 20, 18",100%,17.7,26.3,"51.0002103715972, -0.104972784313039",Mid Sussex,E07000228,racetrack.diet.mile
SPN-S000000008417,South Eastern Power Networks (SPN),HERNE BAY 33/11KV,Primary Substation,33,Very High,TR1561566207,157,3,157,0,GREENHILL,,HERNE BAY,Kent,CT6 7RY,NA,1938-04-01,COLD,2021-07-22,ELP05725-R01,0.06Ω 0.00Deg,0.04,2030-11-26,615615,166207,"40, 24, 24","30, 18, 18",100%,16.5,23.5,"51.3540076168943, 1.09524392810905",Canterbury,E07000106,august.chemistry.moved
SPN-S000000008420,South Eastern Power Networks (SPN),HURSTPIERPOINT 33KV,Primary Substation,33,High,TQ2844216391,90,2,90,0,REAR OF HIGH STREET,,HURSTPIERPOINT,West Sussex,BN6 9PA,NA,1933-04-01,COLD,2010-07-15,P-10-696-58,NA,0.1,2025-11-26,528442,116391,"23, 23","17, 17",4MVA,13,20.5,"50.9326754669225, -0.173555041823775",Mid Sussex,E07000228,feast.nowadays.scoop
SPN-S000000008424,South Eastern Power Networks (SPN),KEMPTOWN 33KV,Primary Substation,33,Medium,TQ3360203645,119,2,119,0,ROEDEAN ROAD,KEMPTOWN,BRIGHTON,East Sussex,BN2 5TJ,NA,1965-04-01,COLD,2009-10-14,P-09-600,0.11Ω 0.00Deg,0.15,2031-11-26,533602,103645,"24, 24","20, 20",100%,11.7,14.4,"50.8169497480392, -0.104819559423779",Brighton and Hove,E06000043,caring.memo.count
SPN-S000000008427,South Eastern Power Networks (SPN),LEYSDOWN 33/6.6KV,Primary Substation,33,High,TR0253370569,44,1,44,0,LEYSDOWN ROAD,,OPP WARDEN BAY ROAD,Kent,ME12 4NA,NA,1964-04-01,COLD,2011-06-06,06-06-11,0.03Ω 0.00Deg,,2030-11-26,602533,170569,7,5,<100%,1.7,2,"51.3979887713718, 0.910114948831975",Swale,E07000113,taxi.candles.mastering
SPN-S000000008429,South Eastern Power Networks (SPN),LITTLE COMMON 33/11KV,Primary Substation,33,High,TQ7146707695,88,2,88,0,COODEN SEA ROAD,,BEXHILL,East Sussex,TN39 4GW,NA,1949-04-01,COLD,2010-06-25,P-10-696-41,0.11Ω 0.00Deg,,2040-11-22,571467,107695,"24, 24","20, 20",100%,8.5,12.8,"50.8433736919331, 0.434125561399546",Rother,E07000064,glows.carpentry.editor
SPN-S000000008446,South Eastern Power Networks (SPN),NORTHIAM 33KV,Primary Substation,33,Very High,TQ8322424058,57,2,57,0,B2088,,NORTHIAM,East Sussex,TN31 6NJ,NA,1931-04-01,HOT,2016-09-13,ESL1520027-R01 RA,0.59Ω 0.00Deg,0.27,2027-11-26,583224,124058,"7, 7","5, 5",100%,3.5,5.1,"50.9867631245393, 0.609152845255805",Rother,E07000064,gagging.dispensed.lamps
SPN-S000000008447,South Eastern Power Networks (SPN),NORTH SEVENOAKS 33/11KV,Primary Substation,33,High,TQ5256256480,159,3,159,0,BRADBOURNEVALE ROAD,,SEVENOAKS,Kent,TN13 3LE,NA,1949-04-01,COLD,2021-04-19,ELP05286005-R01,6.03Ω 0.00Deg,0.19,2037-11-26,552562,156480,"40, 24, 24","20, 20, 20",100%,17.7,21.6,"51.2870280496174, 0.186381498500364",Sevenoaks,E07000111,rubble.castle.calms
SPN-S000000008448,South Eastern Power Networks (SPN),NORTH SHOREHAM 33KV,Primary Substation,33,Medium,TQ2098505866,85,2,85,0,CULVILL AVENUE,SHOREHAM,SEVENOAKS,West Sussex,BN43 5WN,NA,1949-04-01,COLD,2016-05-10,ESL1991016-R01,2.47Ω 0.00Deg,91.0,2031-11-26,520985,105866,"24, 24","18, 18",100%,9.6,13.9,"50.8396838818792, -0.283101798592647",Adur,E07000223,adjuster.mash.stage
SPN-S000000008456,South Eastern Power Networks (SPN),PEACEHAVEN 33KV,Primary Substation,33,High,TQ4038701568,100,2,100,0,LINCOLN AVENUE,,PEACEHAVEN,East Sussex,BN10 7LR,NA,1949-04-01,HOT,2023-05-05,ELP09358009,3.02Ω 0.00Deg,0.23,2039-11-26,540387,101568,"24, 24","20, 20",100%,8.7,11.9,"50.796680012173, -0.00935722092282217",Lewes,E07000063,smirking.done.century
SPN-S000000008458,South Eastern Power Networks (SPN),PETTS WOOD 33KV,Primary Substation,33,High,TQ4444866930,88,2,88,0,OFF EYNSFORD CLOSE,,ORPINGTON,Kent,BR5 1DP,NA,1962-04-01,COLD,2010-10-27,P-10-696-108,0.08Ω 0.00Deg,,2026-11-26,544448,166930,"24, 24","18, 18",100%,6.5,9.2,"51.3830438940726, 0.0743438120871243",Bromley,E09000006,late.quest.comical
SPN-S000000008466,South Eastern Power Networks (SPN),RICHMOND 33/11KV,Primary Substation,33,High,TQ1806875070,130,3,130,0,ADJ CAR PARK,,RICHMOND,Surrey,TW9 1AP,NA,1957-04-01,COLD,2018-08-21,ELP0062020-R01,NA,0.19,2034-11-26,518068,175070,"24, 24, 20","19, 19, 16",100%,17.4,24,"51.4622985222377, -0.301831335767559",Richmond upon Thames,E09000027,trail.chief.window
SPN-S000000008467,South Eastern Power Networks (SPN),RIPE 33/11KV,Primary Substation,33,High,TQ5077609621,48,1,48,0,RIPE LANE,,RIPE,East Sussex,BN8 6AY,NA,1948-04-01,COLD,2023-02-14,ELP09358002-R01,0.35Ω 0.00Deg,0.11,2039-11-26,550776,109621,7,5,<100%,3.5,4.6,"50.8664387592286, 0.141260104115769",Wealden,E07000065,keys.templates.winds
SPN-S000000008469,South Eastern Power Networks (SPN),ROMNEY WARREN 33KV,Primary Substation,33,Very High,TR0769226206,80,2,80,0,DYMCHURCH ROAD,,NEW ROMNEY,Kent,TN28 8BF,NA,1933-04-01,HOT,2015-10-06,ESL0952016-R01,4.38Ω 0.00Deg,0.22,2028-11-26,607692,126206,"13, 13","10, 10",100%,7.6,10.8,"50.9977527867418, 0.958525900562704",Folkestone and Hythe,E07000112,doubts.glassware.bonkers
SPN-S000000008470,South Eastern Power Networks (SPN),ROSHERVILLE 33/6.6KV,Primary Substation,33,High,TQ6372674080,83,2,83,0,AND THAMES WAY,,GRAVESEND,Kent,DA11 9LN,NA,1954-04-01,HOT,2020-03-23,ELP03608003-R01,0.28Ω 0.00Deg,0.0,2036-11-26,563726,174080,"23, 20","18, 15",100%,9.3,15,"51.4420512131409, 0.354433040667689",Gravesham,E07000109,little.rods.lung
SPN-S000000008472,South Eastern Power Networks (SPN),ROTTINGDEAN 33KV,Primary Substation,33,High,TQ3657903531,62,2,62,0,FALMER RD OFF COURT RD,,ROTTINGDEAN,East Sussex,BN2 7FS,NA,1932-04-01,HOT,2010-09-17,P-10-696-93,NA,0.23,2031-11-26,536579,103531,"24, 24","20, 20",100%,7.6,10.8,"50.8152313954078, -0.0626274432802717",Brighton and Hove,E06000043,passports.outnumber.daylight
SPN-S000000008474,South Eastern Power Networks (SPN),RUSTHALL 33KV,Primary Substation,33,High,TQ5603440336,76,2,76,0,RUSTHALL,,TUNBRIDGE WELLS,Kent,TN4 8UU,NA,1965-04-01,HOT,2021-08-19,ELP05286016-R01,3.49Ω 0.00Deg,0.16,2037-11-26,556034,140336,"13, 13","10, 10",100%,3.2,4.8,"51.1410332117177, 0.22911278100141",Tunbridge Wells,E07000116,huddling.blows.respected
SPN-S000000008478,South Eastern Power Networks (SPN),ST PETERS 33/11KV,Primary Substation,33,Very High,TR3790969187,48,2,48,0,DANE VALLEY ROAD,ST PETERS,BROADSTAIRS,Kent,CT10 3JJ,NA,1962-04-01,COLD,2017-06-13,P-10-696-21,NA,0.13,2032-11-26,637909,169187,"24, 24","20, 20",100%,13.4,16.7,"51.3718666846561, 1.41683666455114",Thanet,E07000114,hoot.skips.artist
SPN-S000000008479,South Eastern Power Networks (SPN),SEAFORD,Primary Substation,33,Very High,TV4825099305,73,2,73,0,BROOKLYN ROAD,,SEAFORD,East Sussex,BN25 2DX,NA,1951-04-01,COLD,2023-08-08,ELP09358011-R01,0.74Ω 0.00Deg,0.07,2039-11-26,548250,99305,"24, 24","20, 20",100%,9.2,13.5,"50.7743872554242, 0.101224173934288",Lewes,E07000063,grocers.decay.coping
SPN-S000000008483,South Eastern Power Networks (SPN),SHEERNESS 33/6.6KV,Primary Substation,33,Very High,TQ9117174491,121,2,121,0,BRIELLE WAY,,SHEPPEY,Kent,ME12 1DB,NA,1956-04-01,COLD,2010-11-12,P-10-696-85,0.05Ω 1.00Deg,,2029-11-26,591171,174491,"16, 16","14, 14",100%,7,9.1,"51.4371528117788, 0.749102385992647",Swale,E07000113,items.venue.organist
SPN-S000000008489,South Eastern Power Networks (SPN),SOUTH ORPINGTON 33KV,Primary Substation,33,Medium,TQ4516363971,79,2,79,0,OFF SHIRE LANE,,ORPINGTON,Kent,BR6 7EU,NA,1937-04-01,COLD,2021-03-24,ELP05286001-R01,46.80Ω 0.00Deg,0.09,2037-11-26,545163,163971,"24, 24","20, 20",100%,12.2,15,"51.3562729226181, 0.0834037905754123",Bromley,E09000006,doing.every.steps
SPN-S000000008490,South Eastern Power Networks (SPN),SOUTHWICK 33KV,Primary Substation,33,High,TQ2510605833,61,2,61,0,A270 ADJ 310 OLD SHOREHAM ROAD,,SOUTHWICK,West Sussex,BN41 1SP,NA,1956-04-01,HOT,2015-10-27,ESL0952008-R01 RB,0.60Ω 0.00Deg,0.1,2031-11-26,525106,105833,"20, 20","15, 15",100%,8,11.3,"50.8385118518779, -0.224614835490517",Adur,E07000223,cared.tape.trendy
SPN-S000000008495,South Eastern Power Networks (SPN),CERL 33/11KV,Primary Substation,33,High,TQ1564457584,77,2,77,0,RANDALLS PARK ROAD,,LEATHERHEAD,Surrey,KT22 7NT,NA,1958-04-01,COLD,2017-04-27,ESL1991020-R01,0.83Ω 0.00Deg,0.06,2035-11-26,515644,157584,"13, 13","10, 10",100%,7.6,9.7,"51.3056366806059, -0.342396176970815",Mole Valley,E07000210,goal.banana.agrees
SPN-S000000008498,South Eastern Power Networks (SPN),COBHAM (KENT) 33/11KV,Primary Substation,33,Medium,TQ6740868511,92,2,92,0,COBHAM,,GRAVESEND,Kent,DA12 3BP,NA,1947-04-01,COLD,2016-06-01,ESL1520012-R01,1.04Ω 0.00Deg,0.15,2029-11-26,567408,168511,"13, 13","10, 10",100%,5.6,10.8,"51.390945857529, 0.404735298673781",Gravesham,E07000109,truly.cloud.later
SPN-S000000008503,South Eastern Power Networks (SPN),TONBRIDGE EAST 33/6.6KV,Primary Substation,33,Medium,TQ6035947670,38,2,38,0,JNC CORNWALLIS AVENUE,,TONBRIDGE,Kent,TN10 4EZ,NA,1949-04-01,COLD,2021-06-02,ELP05286011-R01,1.73Ω 0.00Deg,0.09,2037-11-26,560359,147670,"23, 23","17, 17",<100%,9.6,14.6,"51.2057334310305, 0.294154763484111",Tonbridge and Malling,E07000115,shot.copy.money
SPN-S000000008504,South Eastern Power Networks (SPN),TONBRIDGE TOWN 33/6.6KV,Primary Substation,33,High,TQ5883146680,103,2,103,0,THE SLADE,,TONBRIDGE,Kent,TN9 1HS,NA,1949-04-01,HOT,2021-06-01,ELP05286010-R01,2.26Ω 0.00Deg,0.14,2037-11-26,558831,146680,"24, 24","18, 18",100%,8.9,13.8,"51.1972650054505, 0.271862242276391",Tonbridge and Malling,E07000115,banks.yappy.works
SPN-S000000008507,South Eastern Power Networks (SPN),WAREHORNE 33KV,Primary Substation,33,Very High,TQ9883633077,55,1,55,0,HAMSTREET ROAD,,WAREHORNE,Kent,TN26 2JX,NA,1935-04-01,HOT,2017-04-11,ESL1991007-R01,1.00Ω 0.00Deg,0.17,2028-11-26,598836,133077,6,5,100%,1.9,3.2,"51.0625883740542, 0.836250943006752",Ashford,E07000105,formation.evening.worth
SPN-S000000008521,South Eastern Power Networks (SPN),GUILDFORD 'A' 33/11,Primary Substation,33,Medium,SU9933250601,425,2,425,0,WOODBRIDGE ROAD,,GUILDFORD,Surrey,GU1 1HR,NA,1949-04-01,COLD,2019-03-12,ELP01351-R01,1.68Ω 0.00Deg,0.08,2025-11-26,499332,150601,"24, 24","18, 18",100%,14.1,20.2,"51.2459436246394, -0.578257455447134",Guildford,E07000209,game.become.tones
SPN-S000000008524,South Eastern Power Networks (SPN),HORSEBRIDGE,Primary Substation,33,High,TQ5776811294,65,2,65,0,"OPPOSITE GARAGE, A271",,HORSEBRIDGE,East Sussex,BN27 4DL,NA,1950-04-01,HOT,2015-11-12,ESL0952020-R01 RB,0.83Ω 0.00Deg,0.29,2039-11-26,557768,111294,"13, 13","10, 10",100%,6.4,9.1,"50.8796073879873, 0.241262929591364",Wealden,E07000065,focus.reeling.octagonal
SPN-S000000008526,South Eastern Power Networks (SPN),WOKING 33/11,Primary Substation,33,Medium,TQ0106759373,118,2,118,0,NORTH ROAD,,WOKING,Surrey,GU21 5BT,NA,1959-04-01,COLD,2018-05-21,ELP0062004-R01,1.36Ω 0.00Deg,0.07,2034-11-26,501067,159373,"24, 24","20, 20",100%,14.2,18.8,"51.3244900169074, -0.550929349678408",Woking,E07000217,tennis.roof.needed
SPN-S000000008527,South Eastern Power Networks (SPN),BARMING 33/11KV,Primary Substation,33,High,TQ7366754716,104,2,104,0,GATLAND LANE,,MAIDSTONE,Kent,ME16 9BX,NA,1953-04-01,HOT,2020-08-20,ELP03608015-R01,0.22Ω 0.00Deg,0.12,2036-11-26,573667,154716,"23, 23","17, 17",3.5MVA,10.8,18.7,"51.2651428383632, 0.487886812615242",Maidstone,E07000110,hurls.baked.traps
SPN-S000000008531,South Eastern Power Networks (SPN),WITTERSHAM 33/6.6KV,Primary Substation,33,Very High,TQ9142027793,39,1,39,0,ROSE HILL,,STONE CUM EBONY,Kent,TN30 7HG,NA,1933-04-01,HOT,2016-09-13,ESL1520026-R01 RA,0.45Ω 0.00Deg,0.32,2027-11-26,591420,127793,3,2,100%,1.1,1.9,"51.0176463039151, 0.727756668130625",Ashford,E07000105,swarm.feasted.browsers
SPN-S000000008532,South Eastern Power Networks (SPN),GATWICK AIRPORT 33/11KV (AF),Primary Substation,33,Medium,TQ2864141698,112,3,112,0,STATION APPROACH ROAD,,GATWICK,West Sussex,RH6 0JJ,NA,1901-04-01,COLD,2019-06-11,ELP02013014-R01,6.11Ω 0.00Deg,0.06,2035-11-26,528641,141698,"18, 18, 18","18, 18, 18","6.5MVA, 100%",13.9,13.7,"51.160079243706, -0.161742526377284",Reigate and Banstead,E07000211,ripe.speeds.transfers
SPN-S000000008547,South Eastern Power Networks (SPN),SOUTH WORTHING 33KV,Primary Substation,33,Medium,TQ1394402449,80,2,80,0,OFF ROWLANDS ROAD,,WORTHING,West Sussex,BN11 3JU,NA,1970-04-01,COLD,2010-10-25,P-10-696-104,0.09Ω 0.00Deg,,2031-11-26,513944,102449,"23, 23","17, 17",13.81MVA,6,9.8,"50.810396604711, -0.384117133839923",Worthing,E07000229,fears.logs.fallen
SPN-S000000008560,South Eastern Power Networks (SPN),CHARTHAM 33/11KV,Primary Substation,33,Medium,TR1108155139,111,2,111,0,PATTINGTON STREET,,CHARTHAM,Kent,CT4 7JE,NA,1936-04-01,COLD,2023-08-11,ELP09358010,6.14Ω 0.00Deg,0.12,2030-11-26,611081,155139,"15, 15","11, 11",6.5MVA,7.7,8.7,"51.2563268556425, 1.02368290117269",Canterbury,E07000106,holiday.fluctuate.diplomat
SPN-S000000008563,South Eastern Power Networks (SPN),GODDARDS GREEN 33/11KV,Primary Substation,33,Medium,TQ2950020028,111,2,111,0,GODDARDS GREEN33/11 GATE HOUSE LANE,GODDARDS GREEN,HASSOCKS,West Sussex,BN6 9LD,NA,2009-04-01,HOT,2021-01-20,ELP05138-R01,0.15Ω 0.00Deg,0.06,2025-11-26,529500,120028,"24, 24","18, 18",100%,4,4.9,"50.9651272440846, -0.157215000364173",Mid Sussex,E07000228,fake.mason.weedy
SPN-S000000008605,South Eastern Power Networks (SPN),CROYDON CENTRAL 33/11KV,Primary Substation,33,Medium,TQ3186665680,118,2,118,0,WADDON NEW ROAD,,CROYDON,Surrey,CR0 1XD,NA,2001-04-01,COLD,2022-04-08,ELP07262011-R01,2.31Ω 0.00Deg,0.09,2038-11-26,531866,165680,"40, 40","30, 30",100%,7.2,7.6,"51.3748703699506, -0.106813205287366",Croydon,E09000008,fight.firms.units
SPN-S000000008608,South Eastern Power Networks (SPN),CROYDON GRID 33/11KV,Primary Substation,33,Medium,TQ3142365866,96,2,96,0,FACTORY LANE,,CROYDON,Surrey,CR0 3RL,NA,1965-04-01,HOT,2022-04-13,ELP07262009-R01,1.22Ω 0.00Deg,0.09,2038-11-26,531423,165866,"38, 38","29, 29",<100%,14.1,13,"51.3766445297836, -0.113105529504196",Croydon,E09000008,robe.miles.shape
SPN-S000000008609,South Eastern Power Networks (SPN),ADDINGTON GRID 11KV,Primary Substation,33,High,TQ3673662295,80,2,80,0,LODGE LANE,,ADDINGTON,Surrey,CR0 9HY,NA,1961-04-01,HOT,2022-01-25,ELP07262001-R01,1.71Ω 0.00Deg,0.11,2038-11-26,536736,162295,"23, 23","17, 17",<100%,4.6,6.4,"51.3433005208051, -0.0381873132015721",Croydon,E09000008,rainy.fuel.remote
SPN-S000000008610,South Eastern Power Networks (SPN),SINGLETON 33/6.6KV,Primary Substation,33,High,TQ9923942415,39,2,39,0,SINGLETON,,ASHFORD,Kent,TN23 3AE,NA,1963-04-01,COLD,2021-06-30,ELP05519-R01,1.16Ω 0.00Deg,0.09,2028-11-26,599239,142415,"24, 24","18, 18",100%,7.7,10.6,"51.146313212672, 0.847145562810736",Ashford,E07000105,giving.sends.cried
SPN-S000000008614,South Eastern Power Networks (SPN),EDENBRIDGE 33/11KV,Primary Substation,33,High,TQ4352748237,61,1,61,0,HOLE LANE,,EDENBRIDGE,Kent,TN8 6SL,NA,1950-04-01,HOT,2023-10-09,ELP09358016,0.64Ω 0.00Deg,0.16,2039-11-26,543527,148237,24,18,100%,4.5,8.2,"51.2153025356018, 0.0536072761663476",Sevenoaks,E07000111,direct.those.trim
SPN-S000000008622,South Eastern Power Networks (SPN),BERRYLANDS 33/11KV,Primary Substation,33,Medium,TQ1925467949,94,2,94,0,LOWER MARSH LANE,,KINGSTON-UPON-THAMES,Surrey,KT5 8EJ,NA,1967-04-01,COLD,2018-04-16,ELP0062002-R01,3.27Ω 0.00Deg,0.06,2034-11-26,519254,167949,"24, 23","18, 17","100%,  <100%",8.4,13.4,"51.3980498212875, -0.287162363796428",Kingston upon Thames,E09000021,stages.unique.chip
SPN-S000000008625,South Eastern Power Networks (SPN),GRAVESEND SOUTH 33/11KV,Primary Substation,33,Medium,TQ6411071451,94,2,94,0,UNDER A2 FLYOVER,SINGLEWELL,GRAVESEND,Kent,DA11 8NZ,NA,1953-04-01,HOT,2020-08-12,ELP03608012-R01,1.59Ω 0.00Deg,0.17,2036-11-26,564110,171451,"24, 24","20, 20",100%,12.5,20.2,"51.4183213927716, 0.358736309765087",Gravesham,E07000109,cool.joins.traded
SPN-S000000008645,South Eastern Power Networks (SPN),CHATHAM HILL 33/11KV,Primary Substation,33,Medium,TQ7690567345,151,3,151,0,LONGHILL AVENUE,,CHATHAM,Kent,ME5 7AR,NA,1900-04-01,HOT,2020-07-22,ELP03608009-R01,0.92Ω 0.68Deg,0.11,2036-11-26,576905,167345,"24, 24, 23","18, 18, 17","<100%, 100%",23.6,35.3,"51.3775931642859, 0.54051329034077",Medway,E06000035,posed.input.weds
SPN-S000000008646,South Eastern Power Networks (SPN),LORDSWOOD 33/11KV,Primary Substation,33,High,TQ7727264043,30,2,30,0,,,CHATHAM,Kent,ME7 3JL,NA,2003-04-01,HOT,2020-07-24,ELP03608006-R01,1.04Ω 0.00Deg,0.22,2036-11-26,577272,164043,"40, 40","30, 30",100%,9.7,10.2,"51.3478175758072, 0.544136265316678",Medway,E06000035,hints.hiker.admires
SPN-S000000008653,South Eastern Power Networks (SPN),TOWNSEND HOOK 33/6.6KV,Primary Substation,33,Very High,TQ7079261468,80,2,80,0,SMURFIT PAPER MILL,,SNODLAND,Kent,ME6 5AT,NA,1971-04-01,HOT,2014-12-09,ESL0643-R01,0.35Ω 0.00Deg,0.14,2029-11-26,570792,161468,"24, 15","12, 11","10.07MVA, 100%",11.1,10.8,"51.3266678692084, 0.44994637241617",Tonbridge and Malling,E07000115,blotting.bunkers.funded
SPN-S000000008655,South Eastern Power Networks (SPN),MARGATE 33/11KV,Primary Substation,33,High,TR3526170059,79,2,79,0,TIVOLI ROAD,,MARGATE,Kent,CT9 5TA,NA,1971-04-01,HOT,2017-03-14,ESL1991002-R01,1.69Ω 0.00Deg,0.24,2032-11-26,635261,170059,"38, 38","29, 29",5MVA,13.3,19.1,"51.380796117393, 1.37943911420177",Thanet,E07000114,prop.achieving.trace
